year,Gear,Source,Mgmt_area,Spp_cde,length,weight,age,Sex,Maturity
1993,Longline,Survey,SSEI,710,66,NA,NA,NA,NA
2017,Longline,Survey,SSEI,710,62,2.6,5,Female,0
2017,Longline,Survey,SSEI,710,65,3.2,5,Female,1
1995,Longline,Survey,SSEI,710,61,NA,NA,NA,NA
1993,Longline,Survey,SSEI,710,66,NA,NA,NA,NA
1994,Longline,Survey,SSEI,710,59,NA,NA,NA,NA
1994,Longline,Survey,SSEI,710,54,NA,NA,NA,NA
1990,Longline,Survey,SSEI,710,60.2,2.3000000000000003,7,Female,0
2017,Longline,Survey,SSEI,710,62,2.8000000000000003,4,Female,0
1994,Longline,Survey,SSEI,710,61,NA,NA,NA,NA
2008,Longline,Survey,SSEI,710,74,NA,NA,NA,NA
1989,Longline,Survey,SSEI,710,63,2.4,10,Male,1
1989,Longline,Survey,SSEI,710,62.800000000000004,2.4,10,Male,1
2007,Longline,Survey,SSEI,710,55,1.5,6,Male,0
2013,Longline,Survey,SSEI,710,56,1.8,4,Female,0
2007,Longline,Survey,SSEI,710,57.5,1.7,5,Female,0
1998,Longline,Survey,SSEI,710,63,2.6,15,Male,1
1996,Longline,Survey,SSEI,710,64,2.4,9,Female,0
1993,Longline,Survey,SSEI,710,67,NA,NA,NA,NA
1990,Longline,Survey,SSEI,710,61,2.2,9,Female,1
1993,Longline,Survey,SSEI,710,59,NA,NA,NA,NA
1995,Longline,Survey,SSEI,710,61,NA,NA,NA,NA
1990,Longline,Survey,SSEI,710,69.4,3.8000000000000003,26,Male,1
1993,Longline,Survey,SSEI,710,67,NA,NA,NA,NA
1993,Longline,Survey,SSEI,710,67,NA,NA,NA,NA
1990,Longline,Survey,SSEI,710,77.8,4.9,17,Female,1
1995,Longline,Survey,SSEI,710,58,NA,NA,NA,NA
2008,Longline,Survey,SSEI,710,55,1.7,11,Male,0
1994,Longline,Survey,SSEI,710,58,NA,NA,NA,NA
1993,Longline,Survey,SSEI,710,49,NA,NA,NA,NA
1995,Longline,Survey,SSEI,710,61,NA,NA,NA,NA
1995,Longline,Survey,SSEI,710,61,NA,NA,NA,NA
1994,Longline,Survey,SSEI,710,56,1.7,6,NA,NA
1994,Longline,Survey,SSEI,710,54,1.6,5,Male,0
1996,Longline,Survey,SSEI,710,43,NA,NA,NA,NA
1989,Longline,Survey,SSEI,710,54.4,1.7,6,Male,1
1996,Longline,Survey,SSEI,710,55,NA,NA,NA,NA
1996,Longline,Survey,SSEI,710,72,NA,NA,NA,NA
1994,Longline,Survey,SSEI,710,63,NA,NA,NA,NA
1995,Longline,Survey,SSEI,710,56,NA,NA,NA,NA
1995,Longline,Survey,SSEI,710,50,NA,NA,NA,NA
2016,Longline,Survey,SSEI,710,52,1.3,3,Female,0
1995,Longline,Survey,SSEI,710,47,NA,NA,NA,NA
2008,Longline,Survey,SSEI,710,66,NA,NA,NA,NA
2008,Longline,Survey,SSEI,710,66,NA,NA,NA,NA
1993,Longline,Survey,SSEI,710,47,NA,NA,NA,NA
1995,Longline,Survey,SSEI,710,60,NA,NA,NA,NA
2008,Longline,Survey,SSEI,710,67,NA,NA,NA,NA
2007,Longline,Survey,SSEI,710,58,NA,NA,NA,NA
2017,Longline,Survey,SSEI,710,57,1.8,4,Male,0
1988,Longline,Survey,SSEI,710,51.2,NA,NA,NA,NA
1988,Longline,Survey,SSEI,710,64.1,NA,NA,NA,NA
2007,Longline,Survey,SSEI,710,68,3,8,Female,1
1989,Longline,Survey,SSEI,710,75.3,NA,NA,NA,NA
2007,Longline,Survey,SSEI,710,71,NA,NA,NA,NA
1998,Longline,Survey,SSEI,710,62,2.9,9,Female,0
2012,Longline,Survey,SSEI,710,61,2.3000000000000003,7,Female,0
2012,Longline,Survey,SSEI,710,58,2,3,Male,0
2009,Longline,Survey,SSEI,710,40,0.6,3,Male,0
2012,Longline,Survey,SSEI,710,53,1.6,6,Male,0
2016,Longline,Survey,SSEI,710,58,2.2,9,Male,1
1988,Longline,Survey,SSEI,710,67.2,NA,NA,NA,NA
1988,Longline,Survey,SSEI,710,57.1,NA,NA,NA,NA
1995,Longline,Survey,SSEI,710,56,NA,NA,NA,NA
2003,Longline,Survey,SSEI,710,49,NA,6,Male,0
1994,Longline,Survey,SSEI,710,64,NA,NA,NA,NA
1995,Longline,Survey,SSEI,710,57,NA,NA,NA,NA
2012,Longline,Survey,SSEI,710,54,1.3,4,Female,0
1989,Longline,Survey,SSEI,710,60.2,NA,NA,NA,NA
1988,Longline,Survey,SSEI,710,51.5,NA,NA,NA,NA
1994,Longline,Survey,SSEI,710,44,0.8,2,Male,0
2003,Longline,Survey,SSEI,710,61,NA,6,Female,1
2016,Longline,Survey,SSEI,710,61,2.3000000000000003,5,Female,0
2016,Longline,Survey,SSEI,710,62,2.7,6,Female,0
2006,Longline,Survey,SSEI,710,58,NA,NA,NA,NA
2016,Longline,Survey,SSEI,710,57,2.1,4,Female,0
2016,Longline,Survey,SSEI,710,59,2.2,6,Female,0
1988,Longline,Survey,SSEI,710,55.4,NA,NA,NA,NA
2008,Longline,Survey,SSEI,710,66,2.9,10,Female,0
1994,Longline,Survey,SSEI,710,54,NA,NA,NA,NA
2012,Longline,Survey,SSEI,710,61,NA,NA,NA,NA
2016,Longline,Survey,SSEI,710,50,1.1,5,Male,0
2011,Longline,Survey,SSEI,710,56,NA,NA,NA,NA
1995,Longline,Survey,SSEI,710,65,NA,NA,NA,NA
2008,Longline,Survey,SSEI,710,65,NA,NA,NA,NA
1994,Longline,Survey,SSEI,710,59,NA,NA,NA,NA
2007,Longline,Survey,SSEI,710,72,NA,NA,NA,NA
2007,Longline,Survey,SSEI,710,52,NA,NA,NA,NA
1994,Longline,Survey,SSEI,710,57,NA,NA,NA,NA
1988,Longline,Survey,SSEI,710,78,4.3,13,Female,1
1993,Longline,Survey,SSEI,710,56,NA,NA,NA,NA
2015,Longline,Survey,SSEI,710,57,NA,NA,NA,NA
1988,Longline,Survey,SSEI,710,56.2,NA,NA,NA,NA
2011,Longline,Survey,SSEI,710,54,2,5,Female,0
1994,Longline,Survey,SSEI,710,55,NA,NA,NA,NA
2009,Longline,Survey,SSEI,710,62,2.6,16,Male,1
1994,Longline,Survey,SSEI,710,55,NA,NA,NA,NA
1994,Longline,Survey,SSEI,710,55,NA,NA,NA,NA
2011,Longline,Survey,SSEI,710,57,NA,NA,NA,NA
2007,Longline,Survey,SSEI,710,51,1.3,4,Male,0
2006,Longline,Survey,SSEI,710,62,2.5,12,Male,0
2006,Longline,Survey,SSEI,710,63,2.7,8,Male,0
1988,Longline,Survey,SSEI,710,82.2,NA,NA,NA,NA
2012,Longline,Survey,SSEI,710,58,NA,NA,NA,NA
2e3,Longline,Survey,SSEI,710,54,1.5,5,Male,0
2007,Longline,Survey,SSEI,710,58,2.2,7,Female,0
1994,Longline,Survey,SSEI,710,61,NA,NA,NA,NA
2016,Longline,Survey,SSEI,710,57,NA,NA,NA,NA
2016,Longline,Survey,SSEI,710,69,NA,NA,NA,NA
1994,Longline,Survey,SSEI,710,51,NA,NA,NA,NA
1996,Longline,Survey,SSEI,710,51,NA,NA,NA,NA
2016,Longline,Survey,SSEI,710,61,NA,NA,NA,NA
1995,Longline,Survey,SSEI,710,65,NA,NA,NA,NA
1995,Longline,Survey,SSEI,710,65,NA,NA,NA,NA
1994,Longline,Survey,SSEI,710,47,NA,NA,NA,NA
2007,Longline,Survey,SSEI,710,67,3.2,10,Male,1
2011,Longline,Survey,SSEI,710,53,NA,NA,NA,NA
1988,Longline,Survey,SSEI,710,61.5,NA,NA,NA,NA
2016,Longline,Survey,SSEI,710,70,4.1,11,Female,1
1996,Longline,Survey,SSEI,710,62,NA,NA,NA,NA
1995,Longline,Survey,SSEI,710,63,NA,NA,NA,NA
1995,Longline,Survey,SSEI,710,63,NA,NA,NA,NA
2016,Longline,Survey,SSEI,710,52,1.3,4,Male,0
2011,Longline,Survey,SSEI,710,59,2.4,5,Female,0
1994,Longline,Survey,SSEI,710,61,NA,NA,NA,NA
1995,Longline,Survey,SSEI,710,59,NA,NA,NA,NA
2006,Longline,Survey,SSEI,710,67,NA,NA,NA,NA
1994,Longline,Survey,SSEI,710,54,NA,NA,NA,NA
1989,Longline,Survey,SSEI,710,66.6,3,22,Male,1
1993,Longline,Survey,SSEI,710,66,NA,NA,NA,NA
2012,Longline,Survey,SSEI,710,66,NA,NA,NA,NA
2016,Longline,Survey,SSEI,710,45,0.9,5,Female,0
1993,Longline,Survey,SSEI,710,66,NA,NA,NA,NA
1994,Longline,Survey,SSEI,710,52,NA,NA,NA,NA
1994,Longline,Survey,SSEI,710,54,NA,NA,NA,NA
1994,Longline,Survey,SSEI,710,55,NA,NA,NA,NA
2016,Longline,Survey,SSEI,710,60,NA,NA,NA,NA
2016,Longline,Survey,SSEI,710,61,NA,NA,NA,NA
1989,Longline,Survey,SSEI,710,54.2,1.8,7,Male,0
2016,Longline,Survey,SSEI,710,73,NA,NA,NA,NA
2016,Longline,Survey,SSEI,710,64,NA,NA,NA,NA
1994,Longline,Survey,SSEI,710,63,NA,NA,NA,NA
1994,Longline,Survey,SSEI,710,63,NA,NA,NA,NA
1995,Longline,Survey,SSEI,710,53,NA,NA,NA,NA
1995,Longline,Survey,SSEI,710,53,NA,NA,NA,NA
2006,Longline,Survey,SSEI,710,71,3.3000000000000003,8,Female,1
2006,Longline,Survey,SSEI,710,67,3.1,9,Female,1
2006,Longline,Survey,SSEI,710,72,3.7,12,Male,1
2006,Longline,Survey,SSEI,710,62,3.5,15,Male,1
2006,Longline,Survey,SSEI,710,73,4.3,17,Male,1
2006,Longline,Survey,SSEI,710,70,3.6,6,Female,1
2006,Longline,Survey,SSEI,710,57,1.9000000000000001,10,Male,0
2006,Longline,Survey,SSEI,710,60,2.3000000000000003,9,Male,0
1996,Longline,Survey,SSEI,710,64,NA,NA,NA,NA
2012,Longline,Survey,SSEI,710,57,1.9000000000000001,8,Male,0
1994,Longline,Survey,SSEI,710,51,1.2,3,Female,0
1994,Longline,Survey,SSEI,710,52,1.4000000000000001,5,Male,0
1996,Longline,Survey,SSEI,710,53,NA,NA,NA,NA
2016,Longline,Survey,SSEI,710,48,NA,NA,NA,NA
2011,Longline,Survey,SSEI,710,61,2.3000000000000003,6,Female,1
2016,Longline,Survey,SSEI,710,59,2.4,5,Female,0
2e3,Longline,Survey,SSEI,710,44,0.8,4,Male,0
2008,Longline,Survey,SSEI,710,69,3.1,9,Female,1
2011,Longline,Survey,SSEI,710,51,NA,NA,NA,NA
1995,Longline,Survey,SSEI,710,48,NA,NA,NA,NA
2008,Longline,Survey,SSEI,710,60,NA,NA,NA,NA
1995,Longline,Survey,SSEI,710,62,2.1,11,Male,1
1988,Longline,Survey,SSEI,710,56.4,NA,NA,NA,NA
1994,Longline,Survey,SSEI,710,52,NA,NA,NA,NA
2017,Longline,Survey,SSEI,710,55,1.9000000000000001,4,Female,0
2007,Longline,Survey,SSEI,710,73,NA,NA,NA,NA
1993,Longline,Survey,SSEI,710,46,NA,NA,NA,NA
1993,Longline,Survey,SSEI,710,47,NA,NA,NA,NA
2016,Longline,Survey,SSEI,710,58,2.1,NA,Female,0
1994,Longline,Survey,SSEI,710,55,NA,NA,NA,NA
2016,Longline,Survey,SSEI,710,63,NA,NA,NA,NA
2007,Longline,Survey,SSEI,710,60,NA,NA,NA,NA
2012,Longline,Survey,SSEI,710,67,3.9,18,Male,1
2016,Longline,Survey,SSEI,710,58,NA,NA,NA,NA
1994,Longline,Survey,SSEI,710,53,NA,NA,NA,NA
1988,Longline,Survey,SSEI,710,59,NA,NA,NA,NA
2e3,Longline,Survey,SSEI,710,73,4,12,Female,1
1988,Longline,Survey,SSEI,710,58,NA,NA,NA,NA
2016,Longline,Survey,SSEI,710,56,NA,NA,NA,NA
2016,Longline,Survey,SSEI,710,65,NA,NA,NA,NA
2007,Longline,Survey,SSEI,710,68,3.4,8,Female,1
1995,Longline,Survey,SSEI,710,56,NA,NA,NA,NA
2012,Longline,Survey,SSEI,710,54,NA,NA,NA,NA
2009,Longline,Survey,SSEI,710,62,NA,NA,NA,NA
1989,Longline,Survey,SSEI,710,56,NA,NA,NA,NA
2003,Longline,Survey,SSEI,710,53,1.5,NA,Female,0
1989,Longline,Survey,SSEI,710,72,NA,NA,NA,NA
1994,Longline,Survey,SSEI,710,54,1.4000000000000001,4,Male,0
2006,Longline,Survey,SSEI,710,62,NA,NA,NA,NA
2008,Longline,Survey,SSEI,710,69,NA,NA,NA,NA
2008,Longline,Survey,SSEI,710,55,NA,NA,NA,NA
2008,Longline,Survey,SSEI,710,63,NA,NA,NA,NA
1996,Longline,Survey,SSEI,710,43,NA,NA,NA,NA
2012,Longline,Survey,SSEI,710,52,1.6,6,Male,0
2016,Longline,Survey,SSEI,710,54,1.6,6,Female,0
1989,Longline,Survey,SSEI,710,76.8,4.9,28,Male,1
2016,Longline,Survey,SSEI,710,58,2.1,4,Male,0
2016,Longline,Survey,SSEI,710,54,1.8,4,Female,0
2011,Longline,Survey,SSEI,710,55,NA,NA,NA,NA
1995,Longline,Survey,SSEI,710,64,NA,NA,NA,NA
2008,Longline,Survey,SSEI,710,60,NA,NA,NA,NA
1988,Longline,Survey,SSEI,710,57.800000000000004,NA,NA,NA,NA
1994,Longline,Survey,SSEI,710,60,NA,NA,NA,NA
1995,Longline,Survey,SSEI,710,54,1.5,3,Female,0
2007,Longline,Survey,SSEI,710,67,NA,NA,NA,NA
2016,Longline,Survey,SSEI,710,62,2.5,7,Female,0
2012,Longline,Survey,SSEI,710,55,NA,NA,NA,NA
2012,Longline,Survey,SSEI,710,59,2.8000000000000003,5,Female,0
1994,Longline,Survey,SSEI,710,53,1.4000000000000001,8,Female,0
1989,Longline,Survey,SSEI,710,76.9,4.8,15,Female,1
1988,Longline,Survey,SSEI,710,56.5,NA,NA,NA,NA
1988,Longline,Survey,SSEI,710,58,NA,NA,NA,NA
1988,Longline,Survey,SSEI,710,81,NA,NA,NA,NA
1988,Longline,Survey,SSEI,710,61.2,NA,NA,NA,NA
1995,Longline,Survey,SSEI,710,63,NA,NA,NA,NA
1995,Longline,Survey,SSEI,710,63,NA,NA,NA,NA
2007,Longline,Survey,SSEI,710,49,1,4,Female,0
2007,Longline,Survey,SSEI,710,54.5,1.6,3,Female,0
1995,Longline,Survey,SSEI,710,66,NA,NA,NA,NA
1988,Longline,Survey,SSEI,710,61.4,NA,NA,NA,NA
2007,Longline,Survey,SSEI,710,72,4,12,Female,1
2e3,Longline,Survey,SSEI,710,70,3.6,7,Female,0
1990,Longline,Survey,SSEI,710,56.5,1.6,11,Female,0
1988,Longline,Survey,SSEI,710,56.6,NA,NA,NA,NA
2008,Longline,Survey,SSEI,710,68,3,25,Male,1
2011,Longline,Survey,SSEI,710,58,NA,NA,NA,NA
2011,Longline,Survey,SSEI,710,59,NA,NA,NA,NA
2001,Longline,Survey,SSEI,710,55,1.5,6,Female,0
1994,Longline,Survey,SSEI,710,53,NA,NA,NA,NA
2007,Longline,Survey,SSEI,710,67,3,9,Female,1
2012,Longline,Survey,SSEI,710,52,NA,NA,NA,NA
2012,Longline,Survey,SSEI,710,59,NA,NA,NA,NA
2008,Longline,Survey,SSEI,710,53,1.5,5,Male,0
2008,Longline,Survey,SSEI,710,66,3.3000000000000003,9,Female,0
2008,Longline,Survey,SSEI,710,70,NA,NA,NA,NA
1988,Longline,Survey,SSEI,710,70.2,NA,NA,NA,NA
2011,Longline,Survey,SSEI,710,54,NA,NA,NA,NA
1989,Longline,Survey,SSEI,710,68.1,3.3000000000000003,25,Male,1
2016,Longline,Survey,SSEI,710,56,1.9000000000000001,2,Male,0
2003,Longline,Survey,SSEI,710,70,3.8000000000000003,41,Male,1
2011,Longline,Survey,SSEI,710,51,1.3,6,Female,0
2011,Longline,Survey,SSEI,710,55,NA,NA,NA,NA
1995,Longline,Survey,SSEI,710,57,NA,NA,NA,NA
1994,Longline,Survey,SSEI,710,59,NA,NA,NA,NA
2006,Longline,Survey,SSEI,710,69,NA,NA,NA,NA
1988,Longline,Survey,SSEI,710,64.2,NA,NA,NA,NA
1993,Longline,Survey,SSEI,710,53,NA,NA,NA,NA
1990,Longline,Survey,SSEI,710,65.1,3.1,13,Male,1
1995,Longline,Survey,SSEI,710,67,NA,NA,NA,NA
2016,Longline,Survey,SSEI,710,48,1.2,4,Female,0
1989,Longline,Survey,SSEI,710,63,NA,NA,NA,NA
1989,Longline,Survey,SSEI,710,76.60000000000001,NA,NA,NA,NA
1995,Longline,Survey,SSEI,710,69,NA,NA,NA,NA
1988,Longline,Survey,SSEI,710,65.7,2.7,13,Male,1
1988,Longline,Survey,SSEI,710,60.7,2.5,18,Female,1
2013,Longline,Survey,SSEI,710,62,2.6,9,Male,1
2013,Longline,Survey,SSEI,710,58,2,7,Female,1
2013,Longline,Survey,SSEI,710,67,3.1,12,Male,1
1989,Longline,Survey,SSEI,710,60.5,NA,NA,NA,NA
2013,Longline,Survey,SSEI,710,61,2.2,6,Female,1
2013,Longline,Survey,SSEI,710,64,2.6,8,Female,0
1988,Longline,Survey,SSEI,710,63.5,NA,NA,NA,NA
1995,Longline,Survey,SSEI,710,72,NA,NA,NA,NA
1995,Longline,Survey,SSEI,710,73,NA,NA,NA,NA
2017,Longline,Survey,SSEI,710,46,NA,NA,NA,NA
1988,Longline,Survey,SSEI,710,72.2,NA,NA,NA,NA
2013,Longline,Survey,SSEI,710,53,NA,NA,NA,NA
2013,Longline,Survey,SSEI,710,49,NA,NA,NA,NA
1999,Longline,Survey,SSEI,710,61,1.8,5,Female,0
2006,Longline,Survey,SSEI,710,72,3.7,8,Female,1
2016,Longline,Survey,SSEI,710,50,1.2,2,Male,0
2012,Longline,Survey,SSEI,710,59,1.9000000000000001,5,Female,0
2010,Longline,Survey,SSEI,710,50,NA,NA,NA,NA
1996,Longline,Survey,SSEI,710,65,NA,NA,NA,NA
1994,Longline,Survey,SSEI,710,44,NA,NA,NA,NA
2012,Longline,Survey,SSEI,710,68,3,8,Female,1
2016,Longline,Survey,SSEI,710,53,1.4000000000000001,4,Female,0
2e3,Longline,Survey,SSEI,710,49,1.2,8,Male,0
2008,Longline,Survey,SSEI,710,67,2.8000000000000003,10,Male,0
2e3,Longline,Survey,SSEI,710,62,2.9,5,Female,0
2016,Longline,Survey,SSEI,710,55,NA,NA,NA,NA
2006,Longline,Survey,SSEI,710,60,NA,NA,NA,NA
2011,Longline,Survey,SSEI,710,48,NA,NA,NA,NA
2008,Longline,Survey,SSEI,710,57,NA,NA,NA,NA
2007,Longline,Survey,SSEI,710,72,NA,NA,NA,NA
2015,Longline,Survey,SSEI,710,62,NA,NA,NA,NA
2016,Longline,Survey,SSEI,710,59,2.4,8,Male,1
1996,Longline,Survey,SSEI,710,61,NA,NA,NA,NA
1996,Longline,Survey,SSEI,710,70,NA,NA,NA,NA
1989,Longline,Survey,SSEI,710,65.3,NA,NA,NA,NA
1996,Longline,Survey,SSEI,710,71,NA,NA,NA,NA
2007,Longline,Survey,SSEI,710,66.5,NA,NA,NA,NA
2009,Longline,Survey,SSEI,710,57,1.8,8,Female,0
2009,Longline,Survey,SSEI,710,52,1.3,7,Male,0
2016,Longline,Survey,SSEI,710,51,1.3,3,Female,0
2009,Longline,Survey,SSEI,710,54,1.9000000000000001,9,Male,0
2008,Longline,Survey,SSEI,710,65,NA,NA,NA,NA
2008,Longline,Survey,SSEI,710,68,NA,NA,NA,NA
2e3,Longline,Survey,SSEI,710,62,2.3000000000000003,5,Female,0
2016,Longline,Survey,SSEI,710,63,NA,NA,NA,NA
1995,Longline,Survey,SSEI,710,56,NA,NA,NA,NA
1994,Longline,Survey,SSEI,710,63,NA,NA,NA,NA
1994,Longline,Survey,SSEI,710,63,NA,NA,NA,NA
1999,Longline,Survey,SSEI,710,54,1.4000000000000001,4,Female,0
1997,Longline,Survey,SSEI,710,71,3.5,21,Male,1
2012,Longline,Survey,SSEI,710,51,NA,NA,NA,NA
1994,Longline,Survey,SSEI,710,78,NA,NA,NA,NA
2012,Longline,Survey,SSEI,710,58,NA,NA,NA,NA
2004,Longline,Survey,SSEI,710,62,2.1,9,Male,0
2004,Longline,Survey,SSEI,710,58,2.1,7,Male,0
2006,Longline,Survey,SSEI,710,57,NA,NA,NA,NA
2006,Longline,Survey,SSEI,710,51,NA,NA,NA,NA
2012,Longline,Survey,SSEI,710,56,1.6,8,Female,0
2006,Longline,Survey,SSEI,710,64,NA,NA,NA,NA
2009,Longline,Survey,SSEI,710,48,NA,NA,NA,NA
2012,Longline,Survey,SSEI,710,58,NA,NA,NA,NA
1996,Longline,Survey,SSEI,710,44,NA,NA,NA,NA
2009,Longline,Survey,SSEI,710,57,NA,NA,NA,NA
2016,Longline,Survey,SSEI,710,63,2.8000000000000003,4,Female,0
2012,Longline,Survey,SSEI,710,53,NA,NA,NA,NA
2008,Longline,Survey,SSEI,710,64,2.8000000000000003,9,Male,1
2003,Longline,Survey,SSEI,710,66,2.6,12,Female,1
2008,Longline,Survey,SSEI,710,58,NA,NA,NA,NA
2011,Longline,Survey,SSEI,710,56,NA,NA,NA,NA
2008,Longline,Survey,SSEI,710,60,2.3000000000000003,12,Male,0
2012,Longline,Survey,SSEI,710,58,NA,NA,NA,NA
1995,Longline,Survey,SSEI,710,64,NA,NA,NA,NA
2011,Longline,Survey,SSEI,710,56,1.6,4,Female,0
2011,Longline,Survey,SSEI,710,50,1,5,Female,0
2009,Longline,Survey,SSEI,710,58,1.8,6,Female,0
1994,Longline,Survey,SSEI,710,60,NA,NA,NA,NA
1994,Longline,Survey,SSEI,710,60,NA,NA,NA,NA
1994,Longline,Survey,SSEI,710,54,NA,NA,NA,NA
1990,Longline,Survey,SSEI,710,67.3,3,24,Male,1
1995,Longline,Survey,SSEI,710,61,NA,NA,NA,NA
2007,Longline,Survey,SSEI,710,64,2.6,7,Female,1
2007,Longline,Survey,SSEI,710,55.5,2.6,4,Male,0
2012,Longline,Survey,SSEI,710,63,2.4,6,Female,0
1995,Longline,Survey,SSEI,710,63,NA,NA,NA,NA
1988,Longline,Survey,SSEI,710,72.2,NA,NA,NA,NA
2e3,Longline,Survey,SSEI,710,67,3.4,8,Female,0
2012,Longline,Survey,SSEI,710,55,1.6,4,Female,0
2006,Longline,Survey,SSEI,710,46,0.9,4,Female,0
2006,Longline,Survey,SSEI,710,47,NA,NA,NA,NA
2011,Longline,Survey,SSEI,710,64,NA,NA,NA,NA
2011,Longline,Survey,SSEI,710,53,NA,NA,NA,NA
1988,Longline,Survey,SSEI,710,74.3,NA,NA,NA,NA
1988,Longline,Survey,SSEI,710,66.2,NA,NA,NA,NA
2006,Longline,Survey,SSEI,710,64,2.7,10,Female,0
2006,Longline,Survey,SSEI,710,61,NA,NA,NA,NA
2016,Longline,Survey,SSEI,710,62,NA,NA,NA,NA
1994,Longline,Survey,SSEI,710,56,NA,NA,NA,NA
2007,Longline,Survey,SSEI,710,81,6,10,Female,1
2008,Longline,Survey,SSEI,710,63,2.3000000000000003,8,Female,1
2008,Longline,Survey,SSEI,710,73,4,12,Female,1
2011,Longline,Survey,SSEI,710,56,NA,NA,NA,NA
2008,Longline,Survey,SSEI,710,65,NA,NA,NA,NA
1994,Longline,Survey,SSEI,710,73,NA,NA,NA,NA
2008,Longline,Survey,SSEI,710,64,2.6,17,Male,1
2016,Longline,Survey,SSEI,710,61,2.7,5,Female,0
1996,Longline,Survey,SSEI,710,60,NA,NA,NA,NA
2016,Longline,Survey,SSEI,710,55,NA,4,Male,0
2016,Longline,Survey,SSEI,710,46,NA,2,Male,0
1995,Longline,Survey,SSEI,710,59,NA,NA,NA,NA
1988,Longline,Survey,SSEI,710,57.300000000000004,NA,NA,NA,NA
1988,Longline,Survey,SSEI,710,76.7,NA,NA,NA,NA
1995,Longline,Survey,SSEI,710,51,1.3,5,Female,0
2006,Longline,Survey,SSEI,710,69.5,NA,NA,NA,NA
2015,Longline,Survey,SSEI,710,60,NA,NA,NA,NA
1993,Longline,Survey,SSEI,710,55,NA,NA,NA,NA
1993,Longline,Survey,SSEI,710,55,NA,NA,NA,NA
2010,Longline,Survey,SSEI,710,52,1.3,6,Male,0
1994,Longline,Survey,SSEI,710,51,NA,NA,NA,NA
1996,Longline,Survey,SSEI,710,62,NA,NA,NA,NA
1993,Longline,Survey,SSEI,710,66,NA,NA,NA,NA
1993,Longline,Survey,SSEI,710,66,NA,NA,NA,NA
1990,Longline,Survey,SSEI,710,58.300000000000004,2,7,Male,1
1990,Longline,Survey,SSEI,710,78.5,4.7,14,Female,1
1993,Longline,Survey,SSEI,710,58,NA,NA,NA,NA
2007,Longline,Survey,SSEI,710,65,3.1,9,Female,1
2007,Longline,Survey,SSEI,710,51,1.4000000000000001,5,Female,0
1995,Longline,Survey,SSEI,710,61,NA,NA,NA,NA
1995,Longline,Survey,SSEI,710,57,NA,NA,NA,NA
1995,Longline,Survey,SSEI,710,58,NA,NA,NA,NA
1995,Longline,Survey,SSEI,710,58,NA,NA,NA,NA
2014,Longline,Survey,SSEI,710,63,2.5,11,Male,1
2014,Longline,Survey,SSEI,710,65,3,6,Female,0
1990,Longline,Survey,SSEI,710,72.8,3.8000000000000003,16,Female,1
1990,Longline,Survey,SSEI,710,69.8,3.7,NA,Female,1
1990,Longline,Survey,SSEI,710,56,1.7,11,Male,0
2014,Longline,Survey,SSEI,710,61,2.4,5,Female,1
2016,Longline,Survey,SSEI,710,53,NA,NA,NA,NA
1995,Longline,Survey,SSEI,710,66,NA,NA,NA,NA
2010,Longline,Survey,SSEI,710,63,NA,NA,NA,NA
1994,Longline,Survey,SSEI,710,50,1.3,6,Male,0
1989,Longline,Survey,SSEI,710,65.7,3,19,Male,1
1996,Longline,Survey,SSEI,710,56,NA,NA,NA,NA
2016,Longline,Survey,SSEI,710,46,0.9,4,Female,0
2016,Longline,Survey,SSEI,710,55,1.7,5,Female,0
1995,Longline,Survey,SSEI,710,63,NA,NA,NA,NA
1995,Longline,Survey,SSEI,710,63,NA,NA,NA,NA
2e3,Longline,Survey,SSEI,710,52,1.3,5,Male,0
1993,Longline,Survey,SSEI,710,48,NA,NA,NA,NA
2003,Longline,Survey,SSEI,710,60,NA,5,Female,1
1994,Longline,Survey,SSEI,710,62,2.2,9,Male,1
1993,Longline,Survey,SSEI,710,53,NA,NA,NA,NA
1996,Longline,Survey,SSEI,710,61,NA,NA,NA,NA
1996,Longline,Survey,SSEI,710,69,NA,NA,NA,NA
2012,Longline,Survey,SSEI,710,61,NA,NA,NA,NA
1996,Longline,Survey,SSEI,710,70,NA,NA,NA,NA
1996,Longline,Survey,SSEI,710,70,NA,NA,NA,NA
1996,Longline,Survey,SSEI,710,61,NA,NA,NA,NA
2016,Longline,Survey,SSEI,710,50,1.4000000000000001,3,Female,0
2e3,Longline,Survey,SSEI,710,50,1.1,4,Female,0
2009,Longline,Survey,SSEI,710,57,1.7,9,Female,0
2016,Longline,Survey,SSEI,710,52,1.3,2,Female,0
1994,Longline,Survey,SSEI,710,52,NA,NA,NA,NA
1996,Longline,Survey,SSEI,710,64,NA,NA,NA,NA
1996,Longline,Survey,SSEI,710,71,NA,NA,NA,NA
2016,Longline,Survey,SSEI,710,64,2.9,8,Female,1
1995,Longline,Survey,SSEI,710,55,NA,NA,NA,NA
1994,Longline,Survey,SSEI,710,57,NA,NA,NA,NA
1995,Longline,Survey,SSEI,710,56,NA,NA,NA,NA
1999,Longline,Survey,SSEI,710,52,1.2,3,Male,0
1994,Longline,Survey,SSEI,710,62,NA,NA,NA,NA
1999,Longline,Survey,SSEI,710,48,0.9,2,Female,0
1989,Longline,Survey,SSEI,710,59.300000000000004,NA,NA,NA,NA
2009,Longline,Survey,SSEI,710,60,NA,NA,NA,NA
